DocId,Namespace,Type,Member,linux,osx,win
"M:System.Security.Cryptography.ECDsaCng.FromXmlString(System.String,System.Security.Cryptography.ECKeyXmlFormat)",System.Security.Cryptography,ECDsaCng,"FromXmlString(String, ECKeyXmlFormat)",X,X,X
M:System.Security.Cryptography.ECDsaCng.GenerateKey(System.Security.Cryptography.ECCurve),System.Security.Cryptography,ECDsaCng,GenerateKey(ECCurve),X,X,X
M:System.Security.Cryptography.ECDsaCng.get_HashAlgorithm,System.Security.Cryptography,ECDsaCng,get_HashAlgorithm(),X,X,
M:System.Security.Cryptography.ECDsaCng.get_Key,System.Security.Cryptography,ECDsaCng,get_Key(),X,X,X
M:System.Security.Cryptography.ECDsaCng.get_KeySize,System.Security.Cryptography,ECDsaCng,get_KeySize(),X,X,
M:System.Security.Cryptography.ECDsaCng.get_LegalKeySizes,System.Security.Cryptography,ECDsaCng,get_LegalKeySizes(),X,X,
M:System.Security.Cryptography.ECDsaCng.ImportParameters(System.Security.Cryptography.ECParameters),System.Security.Cryptography,ECDsaCng,ImportParameters(ECParameters),X,X,X
M:System.Security.Cryptography.ECDsaCng.set_HashAlgorithm(System.Security.Cryptography.CngAlgorithm),System.Security.Cryptography,ECDsaCng,set_HashAlgorithm(CngAlgorithm),X,X,
M:System.Security.Cryptography.ECDsaCng.set_KeySize(System.Int32),System.Security.Cryptography,ECDsaCng,set_KeySize(Int32),X,X,
M:System.Security.Cryptography.ECDsaCng.SignData(System.Byte[]),System.Security.Cryptography,ECDsaCng,SignData(Byte[]),X,X,
"M:System.Security.Cryptography.ECDsaCng.SignData(System.Byte[],System.Int32,System.Int32)",System.Security.Cryptography,ECDsaCng,"SignData(Byte[], Int32, Int32)",X,X,
M:System.Security.Cryptography.ECDsaCng.SignData(System.IO.Stream),System.Security.Cryptography,ECDsaCng,SignData(Stream),X,X,
M:System.Security.Cryptography.ECDsaCng.SignHash(System.Byte[]),System.Security.Cryptography,ECDsaCng,SignHash(Byte[]),X,X,
M:System.Security.Cryptography.ECDsaCng.ToXmlString(System.Security.Cryptography.ECKeyXmlFormat),System.Security.Cryptography,ECDsaCng,ToXmlString(ECKeyXmlFormat),X,X,X
"M:System.Security.Cryptography.ECDsaCng.VerifyData(System.Byte[],System.Byte[])",System.Security.Cryptography,ECDsaCng,"VerifyData(Byte[], Byte[])",X,X,
"M:System.Security.Cryptography.ECDsaCng.VerifyData(System.Byte[],System.Int32,System.Int32,System.Byte[])",System.Security.Cryptography,ECDsaCng,"VerifyData(Byte[], Int32, Int32, Byte[])",X,X,
"M:System.Security.Cryptography.ECDsaCng.VerifyData(System.IO.Stream,System.Byte[])",System.Security.Cryptography,ECDsaCng,"VerifyData(Stream, Byte[])",X,X,
"M:System.Security.Cryptography.ECDsaCng.VerifyHash(System.Byte[],System.Byte[])",System.Security.Cryptography,ECDsaCng,"VerifyHash(Byte[], Byte[])",X,X,
M:System.Security.Cryptography.ECDsaOpenSsl.#ctor,System.Security.Cryptography,ECDsaOpenSsl,.ctor(),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.#ctor(System.Security.Cryptography.ECCurve),System.Security.Cryptography,ECDsaOpenSsl,.ctor(ECCurve),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.#ctor(System.Int32),System.Security.Cryptography,ECDsaOpenSsl,.ctor(Int32),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.#ctor(System.IntPtr),System.Security.Cryptography,ECDsaOpenSsl,.ctor(IntPtr),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.#ctor(System.Security.Cryptography.SafeEvpPKeyHandle),System.Security.Cryptography,ECDsaOpenSsl,.ctor(SafeEvpPKeyHandle),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.DuplicateKeyHandle,System.Security.Cryptography,ECDsaOpenSsl,DuplicateKeyHandle(),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.ExportExplicitParameters(System.Boolean),System.Security.Cryptography,ECDsaOpenSsl,ExportExplicitParameters(Boolean),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.ExportParameters(System.Boolean),System.Security.Cryptography,ECDsaOpenSsl,ExportParameters(Boolean),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.GenerateKey(System.Security.Cryptography.ECCurve),System.Security.Cryptography,ECDsaOpenSsl,GenerateKey(ECCurve),X,X,X
M:System.Security.Cryptography.ECDsaOpenSsl.get_KeySize,System.Security.Cryptography,ECDsaOpenSsl,get_KeySize(),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.get_LegalKeySizes,System.Security.Cryptography,ECDsaOpenSsl,get_LegalKeySizes(),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.ImportParameters(System.Security.Cryptography.ECParameters),System.Security.Cryptography,ECDsaOpenSsl,ImportParameters(ECParameters),X,X,X
M:System.Security.Cryptography.ECDsaOpenSsl.set_KeySize(System.Int32),System.Security.Cryptography,ECDsaOpenSsl,set_KeySize(Int32),,,X
M:System.Security.Cryptography.ECDsaOpenSsl.SignHash(System.Byte[]),System.Security.Cryptography,ECDsaOpenSsl,SignHash(Byte[]),,,X
"M:System.Security.Cryptography.ECDsaOpenSsl.VerifyHash(System.Byte[],System.Byte[])",System.Security.Cryptography,ECDsaOpenSsl,"VerifyHash(Byte[], Byte[])",,,X
M:System.Security.Cryptography.HashAlgorithm.Create,System.Security.Cryptography,HashAlgorithm,Create(),X,X,X
M:System.Security.Cryptography.HashAlgorithm.Create(System.String),System.Security.Cryptography,HashAlgorithm,Create(String),X,X,X
M:System.Security.Cryptography.HMAC.Create,System.Security.Cryptography,HMAC,Create(),X,X,X
M:System.Security.Cryptography.HMAC.Create(System.String),System.Security.Cryptography,HMAC,Create(String),X,X,X
"M:System.Security.Cryptography.HMAC.HashCore(System.Byte[],System.Int32,System.Int32)",System.Security.Cryptography,HMAC,"HashCore(Byte[], Int32, Int32)",X,X,X
M:System.Security.Cryptography.HMAC.HashFinal,System.Security.Cryptography,HMAC,HashFinal(),X,X,X
M:System.Security.Cryptography.HMAC.Initialize,System.Security.Cryptography,HMAC,Initialize(),X,X,X
M:System.Security.Cryptography.HMAC.set_HashName(System.String),System.Security.Cryptography,HMAC,set_HashName(String),X,X,X
M:System.Security.Cryptography.HMACSHA384.set_ProduceLegacyHmacValues(System.Boolean),System.Security.Cryptography,HMACSHA384,set_ProduceLegacyHmacValues(Boolean),X,X,X
M:System.Security.Cryptography.HMACSHA512.set_ProduceLegacyHmacValues(System.Boolean),System.Security.Cryptography,HMACSHA512,set_ProduceLegacyHmacValues(Boolean),X,X,X
M:System.Security.Cryptography.KeyedHashAlgorithm.Create,System.Security.Cryptography,KeyedHashAlgorithm,Create(),X,X,X
M:System.Security.Cryptography.KeyedHashAlgorithm.Create(System.String),System.Security.Cryptography,KeyedHashAlgorithm,Create(String),X,X,X
"M:System.Security.Cryptography.PasswordDeriveBytes.CryptDeriveKey(System.String,System.String,System.Int32,System.Byte[])",System.Security.Cryptography,PasswordDeriveBytes,"CryptDeriveKey(String, String, Int32, Byte[])",X,X,
M:System.Security.Cryptography.RC2CryptoServiceProvider.set_UseSalt(System.Boolean),System.Security.Cryptography,RC2CryptoServiceProvider,set_UseSalt(Boolean),X,X,
"M:System.Security.Cryptography.Rfc2898DeriveBytes.CryptDeriveKey(System.String,System.String,System.Int32,System.Byte[])",System.Security.Cryptography,Rfc2898DeriveBytes,"CryptDeriveKey(String, String, Int32, Byte[])",X,X,X
M:System.Security.Cryptography.RijndaelManaged.set_BlockSize(System.Int32),System.Security.Cryptography,RijndaelManaged,set_BlockSize(Int32),X,X,X
M:System.Security.Cryptography.RSA.FromXmlString(System.String),System.Security.Cryptography,RSA,FromXmlString(String),X,X,X
M:System.Security.Cryptography.RSA.ToXmlString(System.Boolean),System.Security.Cryptography,RSA,ToXmlString(Boolean),X,X,X
"M:System.Security.Cryptography.RSACng.Decrypt(System.Byte[],System.Security.Cryptography.RSAEncryptionPadding)",System.Security.Cryptography,RSACng,"Decrypt(Byte[], RSAEncryptionPadding)",X,X,
"M:System.Security.Cryptography.RSACng.Encrypt(System.Byte[],System.Security.Cryptography.RSAEncryptionPadding)",System.Security.Cryptography,RSACng,"Encrypt(Byte[], RSAEncryptionPadding)",X,X,
M:System.Security.Cryptography.RSACng.ExportParameters(System.Boolean),System.Security.Cryptography,RSACng,ExportParameters(Boolean),X,X,
M:System.Security.Cryptography.RSACng.get_Key,System.Security.Cryptography,RSACng,get_Key(),X,X,
M:System.Security.Cryptography.RSACng.get_LegalKeySizes,System.Security.Cryptography,RSACng,get_LegalKeySizes(),X,X,
M:System.Security.Cryptography.RSACng.ImportParameters(System.Security.Cryptography.RSAParameters),System.Security.Cryptography,RSACng,ImportParameters(RSAParameters),X,X,
"M:System.Security.Cryptography.RSACng.SignHash(System.Byte[],System.Security.Cryptography.HashAlgorithmName,System.Security.Cryptography.RSASignaturePadding)",System.Security.Cryptography,RSACng,"SignHash(Byte[], HashAlgorithmName, RSASignaturePadding)",X,X,
"M:System.Security.Cryptography.RSACng.VerifyHash(System.Byte[],System.Byte[],System.Security.Cryptography.HashAlgorithmName,System.Security.Cryptography.RSASignaturePadding)",System.Security.Cryptography,RSACng,"VerifyHash(Byte[], Byte[], HashAlgorithmName, RSASignaturePadding)",X,X,
M:System.Security.Cryptography.RSACryptoServiceProvider.#ctor(System.Security.Cryptography.CspParameters),System.Security.Cryptography,RSACryptoServiceProvider,.ctor(CspParameters),X,X,
"M:System.Security.Cryptography.RSACryptoServiceProvider.#ctor(System.Int32,System.Security.Cryptography.CspParameters)",System.Security.Cryptography,RSACryptoServiceProvider,".ctor(Int32, CspParameters)",X,X,
M:System.Security.Cryptography.RSACryptoServiceProvider.ExportParameters(System.Boolean),System.Security.Cryptography,RSACryptoServiceProvider,ExportParameters(Boolean),,,X
M:System.Security.Cryptography.RSACryptoServiceProvider.get_CspKeyContainerInfo,System.Security.Cryptography,RSACryptoServiceProvider,get_CspKeyContainerInfo(),X,X,
M:System.Security.Cryptography.RSACryptoServiceProvider.ImportCspBlob(System.Byte[]),System.Security.Cryptography,RSACryptoServiceProvider,ImportCspBlob(Byte[]),X,X,
M:System.Security.Cryptography.RSAOpenSsl.#ctor,System.Security.Cryptography,RSAOpenSsl,.ctor(),,,X
M:System.Security.Cryptography.RSAOpenSsl.#ctor(System.Int32),System.Security.Cryptography,RSAOpenSsl,.ctor(Int32),,,X
M:System.Security.Cryptography.RSAOpenSsl.#ctor(System.IntPtr),System.Security.Cryptography,RSAOpenSsl,.ctor(IntPtr),,,X
M:System.Security.Cryptography.RSAOpenSsl.#ctor(System.Security.Cryptography.RSAParameters),System.Security.Cryptography,RSAOpenSsl,.ctor(RSAParameters),,,X
M:System.Security.Cryptography.RSAOpenSsl.#ctor(System.Security.Cryptography.SafeEvpPKeyHandle),System.Security.Cryptography,RSAOpenSsl,.ctor(SafeEvpPKeyHandle),,,X
"M:System.Security.Cryptography.RSAOpenSsl.Decrypt(System.Byte[],System.Security.Cryptography.RSAEncryptionPadding)",System.Security.Cryptography,RSAOpenSsl,"Decrypt(Byte[], RSAEncryptionPadding)",,,X
M:System.Security.Cryptography.RSAOpenSsl.DuplicateKeyHandle,System.Security.Cryptography,RSAOpenSsl,DuplicateKeyHandle(),,,X
"M:System.Security.Cryptography.RSAOpenSsl.Encrypt(System.Byte[],System.Security.Cryptography.RSAEncryptionPadding)",System.Security.Cryptography,RSAOpenSsl,"Encrypt(Byte[], RSAEncryptionPadding)",,,X
M:System.Security.Cryptography.RSAOpenSsl.ExportParameters(System.Boolean),System.Security.Cryptography,RSAOpenSsl,ExportParameters(Boolean),,,X
M:System.Security.Cryptography.RSAOpenSsl.get_LegalKeySizes,System.Security.Cryptography,RSAOpenSsl,get_LegalKeySizes(),,,X
M:System.Security.Cryptography.RSAOpenSsl.ImportParameters(System.Security.Cryptography.RSAParameters),System.Security.Cryptography,RSAOpenSsl,ImportParameters(RSAParameters),,,X
M:System.Security.Cryptography.RSAOpenSsl.set_KeySize(System.Int32),System.Security.Cryptography,RSAOpenSsl,set_KeySize(Int32),,,X
"M:System.Security.Cryptography.RSAOpenSsl.SignHash(System.Byte[],System.Security.Cryptography.HashAlgorithmName,System.Security.Cryptography.RSASignaturePadding)",System.Security.Cryptography,RSAOpenSsl,"SignHash(Byte[], HashAlgorithmName, RSASignaturePadding)",,,X
"M:System.Security.Cryptography.RSAOpenSsl.VerifyHash(System.Byte[],System.Byte[],System.Security.Cryptography.HashAlgorithmName,System.Security.Cryptography.RSASignaturePadding)",System.Security.Cryptography,RSAOpenSsl,"VerifyHash(Byte[], Byte[], HashAlgorithmName, RSASignaturePadding)",,,X
"M:System.Security.Cryptography.SafeEvpPKeyHandle.#ctor(System.IntPtr,System.Boolean)",System.Security.Cryptography,SafeEvpPKeyHandle,".ctor(IntPtr, Boolean)",,,X
M:System.Security.Cryptography.SafeEvpPKeyHandle.DuplicateHandle,System.Security.Cryptography,SafeEvpPKeyHandle,DuplicateHandle(),,,X
M:System.Security.Cryptography.SafeEvpPKeyHandle.get_IsInvalid,System.Security.Cryptography,SafeEvpPKeyHandle,get_IsInvalid(),,,X
M:System.Security.Cryptography.SymmetricAlgorithm.Create,System.Security.Cryptography,SymmetricAlgorithm,Create(),X,X,X
M:System.Security.Cryptography.SymmetricAlgorithm.Create(System.String),System.Security.Cryptography,SymmetricAlgorithm,Create(String),X,X,X
M:System.Security.Cryptography.TripleDESCng.CreateDecryptor,System.Security.Cryptography,TripleDESCng,CreateDecryptor(),X,X,
"M:System.Security.Cryptography.TripleDESCng.CreateDecryptor(System.Byte[],System.Byte[])",System.Security.Cryptography,TripleDESCng,"CreateDecryptor(Byte[], Byte[])",X,X,
M:System.Security.Cryptography.TripleDESCng.CreateEncryptor,System.Security.Cryptography,TripleDESCng,CreateEncryptor(),X,X,
"M:System.Security.Cryptography.TripleDESCng.CreateEncryptor(System.Byte[],System.Byte[])",System.Security.Cryptography,TripleDESCng,"CreateEncryptor(Byte[], Byte[])",X,X,
M:System.Security.Cryptography.TripleDESCng.GenerateIV,System.Security.Cryptography,TripleDESCng,GenerateIV(),X,X,
M:System.Security.Cryptography.TripleDESCng.GenerateKey,System.Security.Cryptography,TripleDESCng,GenerateKey(),X,X,
M:System.Security.Cryptography.TripleDESCng.get_Key,System.Security.Cryptography,TripleDESCng,get_Key(),X,X,
M:System.Security.Cryptography.TripleDESCng.get_KeySize,System.Security.Cryptography,TripleDESCng,get_KeySize(),X,X,
M:System.Security.Cryptography.TripleDESCng.set_Key(System.Byte[]),System.Security.Cryptography,TripleDESCng,set_Key(Byte[]),X,X,
M:System.Security.Cryptography.TripleDESCng.set_KeySize(System.Int32),System.Security.Cryptography,TripleDESCng,set_KeySize(Int32),X,X,
M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.Byte[]),System.Security.Cryptography.X509Certificates,X509Certificate,.ctor(Byte[]),,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.Byte[],System.Security.SecureString)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(Byte[], SecureString)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.Byte[],System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(Byte[], SecureString, X509KeyStorageFlags)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.Byte[],System.String)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(Byte[], String)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.Byte[],System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(Byte[], String, X509KeyStorageFlags)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(SerializationInfo, StreamingContext)",X,X,X
M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.String),System.Security.Cryptography.X509Certificates,X509Certificate,.ctor(String),,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.String,System.Security.SecureString)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(String, SecureString)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.String,System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(String, SecureString, X509KeyStorageFlags)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.String,System.String)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(String, String)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate.#ctor(System.String,System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,".ctor(String, String, X509KeyStorageFlags)",,X,
M:System.Security.Cryptography.X509Certificates.X509Certificate.Import(System.Byte[]),System.Security.Cryptography.X509Certificates,X509Certificate,Import(Byte[]),X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate.Import(System.Byte[],System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,"Import(Byte[], SecureString, X509KeyStorageFlags)",X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate.Import(System.Byte[],System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,"Import(Byte[], String, X509KeyStorageFlags)",X,X,X
M:System.Security.Cryptography.X509Certificates.X509Certificate.Import(System.String),System.Security.Cryptography.X509Certificates,X509Certificate,Import(String),X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate.Import(System.String,System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,"Import(String, SecureString, X509KeyStorageFlags)",X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate.Import(System.String,System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate,"Import(String, String, X509KeyStorageFlags)",X,X,X
M:System.Security.Cryptography.X509Certificates.X509Certificate.System#Runtime#Serialization#IDeserializationCallback#OnDeserialization(System.Object),System.Security.Cryptography.X509Certificates,X509Certificate,System.Runtime.Serialization.IDeserializationCallback.OnDeserialization(Object),X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate.System#Runtime#Serialization#ISerializable#GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Security.Cryptography.X509Certificates,X509Certificate,"System.Runtime.Serialization.ISerializable.GetObjectData(SerializationInfo, StreamingContext)",X,X,X
M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[]),System.Security.Cryptography.X509Certificates,X509Certificate2,.ctor(Byte[]),,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[],System.Security.SecureString)",System.Security.Cryptography.X509Certificates,X509Certificate2,".ctor(Byte[], SecureString)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[],System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,".ctor(Byte[], SecureString, X509KeyStorageFlags)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[],System.String)",System.Security.Cryptography.X509Certificates,X509Certificate2,".ctor(Byte[], String)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Byte[],System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,".ctor(Byte[], String, X509KeyStorageFlags)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Security.Cryptography.X509Certificates,X509Certificate2,".ctor(SerializationInfo, StreamingContext)",X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.String,System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,".ctor(String, SecureString, X509KeyStorageFlags)",,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.#ctor(System.String,System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,".ctor(String, String, X509KeyStorageFlags)",,X,
M:System.Security.Cryptography.X509Certificates.X509Certificate2.Import(System.Byte[]),System.Security.Cryptography.X509Certificates,X509Certificate2,Import(Byte[]),X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.Import(System.Byte[],System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,"Import(Byte[], SecureString, X509KeyStorageFlags)",X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.Import(System.Byte[],System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,"Import(Byte[], String, X509KeyStorageFlags)",X,X,X
M:System.Security.Cryptography.X509Certificates.X509Certificate2.Import(System.String),System.Security.Cryptography.X509Certificates,X509Certificate2,Import(String),X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.Import(System.String,System.Security.SecureString,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,"Import(String, SecureString, X509KeyStorageFlags)",X,X,X
"M:System.Security.Cryptography.X509Certificates.X509Certificate2.Import(System.String,System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2,"Import(String, String, X509KeyStorageFlags)",X,X,X
M:System.Security.Cryptography.X509Certificates.X509Certificate2.set_PrivateKey(System.Security.Cryptography.AsymmetricAlgorithm),System.Security.Cryptography.X509Certificates,X509Certificate2,set_PrivateKey(AsymmetricAlgorithm),X,X,X
M:System.Security.Cryptography.X509Certificates.X509Certificate2Collection.Import(System.Byte[]),System.Security.Cryptography.X509Certificates,X509Certificate2Collection,Import(Byte[]),,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2Collection.Import(System.Byte[],System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2Collection,"Import(Byte[], String, X509KeyStorageFlags)",,X,
M:System.Security.Cryptography.X509Certificates.X509Certificate2Collection.Import(System.String),System.Security.Cryptography.X509Certificates,X509Certificate2Collection,Import(String),,X,
"M:System.Security.Cryptography.X509Certificates.X509Certificate2Collection.Import(System.String,System.String,System.Security.Cryptography.X509Certificates.X509KeyStorageFlags)",System.Security.Cryptography.X509Certificates,X509Certificate2Collection,"Import(String, String, X509KeyStorageFlags)",,X,
M:System.Security.Cryptography.X509Certificates.X509Chain.#ctor(System.IntPtr),System.Security.Cryptography.X509Certificates,X509Chain,.ctor(IntPtr),X,X,
M:System.Security.Cryptography.X509Certificates.X509Store.#ctor(System.IntPtr),System.Security.Cryptography.X509Certificates,X509Store,.ctor(IntPtr),X,,
M:System.Security.Principal.IdentityNotMappedException.#ctor,System.Security.Principal,IdentityNotMappedException,.ctor(),X,X,
M:System.Security.Principal.IdentityNotMappedException.#ctor(System.String),System.Security.Principal,IdentityNotMappedException,.ctor(String),X,X,
"M:System.Security.Principal.IdentityNotMappedException.#ctor(System.String,System.Exception)",System.Security.Principal,IdentityNotMappedException,".ctor(String, Exception)",X,X,
M:System.Security.Principal.IdentityNotMappedException.get_UnmappedIdentities,System.Security.Principal,IdentityNotMappedException,get_UnmappedIdentities(),X,X,
"M:System.Security.Principal.IdentityNotMappedException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.Security.Principal,IdentityNotMappedException,"GetObjectData(SerializationInfo, StreamingContext)",X,X,
"M:System.Security.Principal.IdentityReference.op_Equality(System.Security.Principal.IdentityReference,System.Security.Principal.IdentityReference)",System.Security.Principal,IdentityReference,"op_Equality(IdentityReference, IdentityReference)",X,X,
"M:System.Security.Principal.IdentityReference.op_Inequality(System.Security.Principal.IdentityReference,System.Security.Principal.IdentityReference)",System.Security.Principal,IdentityReference,"op_Inequality(IdentityReference, IdentityReference)",X,X,
M:System.Security.Principal.IdentityReferenceCollection.#ctor,System.Security.Principal,IdentityReferenceCollection,.ctor(),X,X,
M:System.Security.Principal.IdentityReferenceCollection.#ctor(System.Int32),System.Security.Principal,IdentityReferenceCollection,.ctor(Int32),X,X,
M:System.Security.Principal.IdentityReferenceCollection.Add(System.Security.Principal.IdentityReference),System.Security.Principal,IdentityReferenceCollection,Add(IdentityReference),X,X,
M:System.Security.Principal.IdentityReferenceCollection.Clear,System.Security.Principal,IdentityReferenceCollection,Clear(),X,X,
M:System.Security.Principal.IdentityReferenceCollection.Contains(System.Security.Principal.IdentityReference),System.Security.Principal,IdentityReferenceCollection,Contains(IdentityReference),X,X,
"M:System.Security.Principal.IdentityReferenceCollection.CopyTo(System.Security.Principal.IdentityReference[],System.Int32)",System.Security.Principal,IdentityReferenceCollection,"CopyTo(IdentityReference[], Int32)",X,X,
M:System.Security.Principal.IdentityReferenceCollection.get_Count,System.Security.Principal,IdentityReferenceCollection,get_Count(),X,X,
M:System.Security.Principal.IdentityReferenceCollection.get_Item(System.Int32),System.Security.Principal,IdentityReferenceCollection,get_Item(Int32),X,X,
M:System.Security.Principal.IdentityReferenceCollection.GetEnumerator,System.Security.Principal,IdentityReferenceCollection,GetEnumerator(),X,X,
M:System.Security.Principal.IdentityReferenceCollection.Remove(System.Security.Principal.IdentityReference),System.Security.Principal,IdentityReferenceCollection,Remove(IdentityReference),X,X,
"M:System.Security.Principal.IdentityReferenceCollection.set_Item(System.Int32,System.Security.Principal.IdentityReference)",System.Security.Principal,IdentityReferenceCollection,"set_Item(Int32, IdentityReference)",X,X,
M:System.Security.Principal.IdentityReferenceCollection.System#Collections#Generic#ICollection{System#Security#Principal#IdentityReference}#get_IsReadOnly,System.Security.Principal,IdentityReferenceCollection,System.Collections.Generic.ICollection<System.Security.Principal.IdentityReference>.get_IsReadOnly(),X,X,
M:System.Security.Principal.IdentityReferenceCollection.System#Collections#IEnumerable#GetEnumerator,System.Security.Principal,IdentityReferenceCollection,System.Collections.IEnumerable.GetEnumerator(),X,X,
M:System.Security.Principal.IdentityReferenceCollection.Translate(System.Type),System.Security.Principal,IdentityReferenceCollection,Translate(Type),X,X,
"M:System.Security.Principal.IdentityReferenceCollection.Translate(System.Type,System.Boolean)",System.Security.Principal,IdentityReferenceCollection,"Translate(Type, Boolean)",X,X,
M:System.Security.Principal.NTAccount.#ctor(System.String),System.Security.Principal,NTAccount,.ctor(String),X,X,
"M:System.Security.Principal.NTAccount.#ctor(System.String,System.String)",System.Security.Principal,NTAccount,".ctor(String, String)",X,X,
M:System.Security.Principal.NTAccount.Equals(System.Object),System.Security.Principal,NTAccount,Equals(Object),X,X,
M:System.Security.Principal.NTAccount.get_Value,System.Security.Principal,NTAccount,get_Value(),X,X,
M:System.Security.Principal.NTAccount.GetHashCode,System.Security.Principal,NTAccount,GetHashCode(),X,X,
M:System.Security.Principal.NTAccount.IsValidTargetType(System.Type),System.Security.Principal,NTAccount,IsValidTargetType(Type),X,X,
