DocId,Namespace,Type,Member,Site,linux,osx,win
M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String),System.DirectoryServices.AccountManagement,PrincipalServerDownException,.ctor(String),M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String),X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Exception)","M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception)",X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Exception, Int32)","M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception,System.Int32)",X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception,System.Int32,System.String)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Exception, Int32, String)","M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Exception,System.Int32,System.String)",X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,".ctor(String, Int32)","M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.#ctor(System.String,System.Int32)",X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.AccountManagement,PrincipalServerDownException,"GetObjectData(SerializationInfo, StreamingContext)","M:System.DirectoryServices.AccountManagement.PrincipalServerDownException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Add(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,Add(T),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Add(`0),X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Clear,System.DirectoryServices.AccountManagement,PrincipalValueCollection,Clear(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Clear,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Contains(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,Contains(T),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Contains(`0),X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.CopyTo(`0[],System.Int32)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"CopyTo(T[], Int32)","M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.CopyTo(`0[],System.Int32)",X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_Count,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_Count(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_Count,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsFixedSize,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_IsFixedSize(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsFixedSize,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsReadOnly,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_IsReadOnly(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsReadOnly,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsSynchronized,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_IsSynchronized(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_IsSynchronized,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_Item(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_Item(Int32),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_Item(System.Int32),X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_SyncRoot,System.DirectoryServices.AccountManagement,PrincipalValueCollection,get_SyncRoot(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.get_SyncRoot,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalValueCollection,GetEnumerator(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.GetEnumerator,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.IndexOf(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,IndexOf(T),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.IndexOf(`0),X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Insert(System.Int32,`0)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"Insert(Int32, T)","M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Insert(System.Int32,`0)",X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Remove(`0),System.DirectoryServices.AccountManagement,PrincipalValueCollection,Remove(T),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.Remove(`0),X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.RemoveAt(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,RemoveAt(Int32),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.RemoveAt(System.Int32),X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.set_Item(System.Int32,`0)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"set_Item(Int32, T)","M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.set_Item(System.Int32,`0)",X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#CopyTo(System.Array,System.Int32)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"System.Collections.ICollection.CopyTo(Array, Int32)","M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#CopyTo(System.Array,System.Int32)",X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_Count,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.ICollection.get_Count(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_Count,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_IsSynchronized,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.ICollection.get_IsSynchronized(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_IsSynchronized,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_SyncRoot,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.ICollection.get_SyncRoot(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#ICollection#get_SyncRoot,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IEnumerable#GetEnumerator,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IEnumerable.GetEnumerator(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IEnumerable#GetEnumerator,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Add(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Add(Object),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Add(System.Object),X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Clear,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Clear(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Clear,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Contains(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Contains(Object),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Contains(System.Object),X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_IsFixedSize,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.get_IsFixedSize(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_IsFixedSize,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_IsReadOnly,System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.get_IsReadOnly(),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_IsReadOnly,X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_Item(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.get_Item(Int32),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#get_Item(System.Int32),X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#IndexOf(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.IndexOf(Object),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#IndexOf(System.Object),X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Insert(System.Int32,System.Object)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"System.Collections.IList.Insert(Int32, Object)","M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Insert(System.Int32,System.Object)",X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Remove(System.Object),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.Remove(Object),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#Remove(System.Object),X,X,
M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#RemoveAt(System.Int32),System.DirectoryServices.AccountManagement,PrincipalValueCollection,System.Collections.IList.RemoveAt(Int32),M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#RemoveAt(System.Int32),X,X,
"M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#set_Item(System.Int32,System.Object)",System.DirectoryServices.AccountManagement,PrincipalValueCollection,"System.Collections.IList.set_Item(Int32, Object)","M:System.DirectoryServices.AccountManagement.PrincipalValueCollection`1.System#Collections#IList#set_Item(System.Int32,System.Object)",X,X,
M:System.DirectoryServices.AccountManagement.UserPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext),System.DirectoryServices.AccountManagement,UserPrincipal,.ctor(PrincipalContext),M:System.DirectoryServices.AccountManagement.UserPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext),X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext,System.String,System.String,System.Boolean)",System.DirectoryServices.AccountManagement,UserPrincipal,".ctor(PrincipalContext, String, String, Boolean)","M:System.DirectoryServices.AccountManagement.UserPrincipal.#ctor(System.DirectoryServices.AccountManagement.PrincipalContext,System.String,System.String,System.Boolean)",X,X,
"M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByBadPasswordAttempt(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",System.DirectoryServices.AccountManagement,UserPrincipal,"FindByBadPasswordAttempt(PrincipalContext, DateTime, MatchType)","M:System.DirectoryServices.AccountManagement.UserPrincipal.FindByBadPasswordAttempt(System.DirectoryServices.AccountManagement.PrincipalContext,System.DateTime,System.DirectoryServices.AccountManagement.MatchType)",X,X,
